"c.1..300...n_samples.."	"unlist.list_of_samples."
5131	0.211856982488967
5132	0.0488260856557844
5133	0.0148173618003685
5134	0.226194687335658
5135	0.178162723305137
5136	0.0150397630628045
5137	0.0698665260213166
5138	0.99
5139	0.0214945049868168
5140	0.0194193697379532
5141	0.224757244648733
5142	0.0927455759797136
5143	0.205363879430925
5144	0.99
5145	0.144024152657628
5146	0.0783360329135378
5147	0.99
5148	0.0576258612681772
5149	0.99
5150	0.99
5151	0.99
5152	0.253946959108806
5153	0.99
5154	0.99
5155	0.0986553373556945
5156	0.99
5157	0.99
5158	0.146840565794263
5159	0.99
5160	0.99
5161	0.567703762712393
5162	0.99
5163	0.99
5164	0.108698100308808
5165	0.99
5166	0.336389986555934
5167	0.99
5168	0.99
5169	0.99
5170	0.99
5171	0.99
5172	0.99
5173	0.99
5174	0.99
5175	0.99
5176	0.558148914029437
5177	0.99
5178	0.99
5179	0.99
5180	0.99
5181	0.99
5182	0.99
5183	0.0581046345086159
5184	0.99
5185	0.99
5186	0.501332259898928
5187	0.99
5188	0.99
5189	0.263574535455168
5190	0.99
5191	0.99
5192	0.0791433942328462
5193	0.99
5194	0.99
5195	0.188069579505415
5196	0.99
5197	0.99
5198	0.282628980673407
5199	0.270568668267456
5200	0.322072763766372
5201	0.99
5202	0.0507235931507086
5203	0.0274624144497835
5204	0.99
5205	0.0118824283504414
5206	0.791521244406148
5207	0.475464161359234
5208	0.0816292500288741
5209	0.99
5210	0.99
5211	0.378505917099307
5212	0.416660439093602
5213	0.99
5214	0.21294991749732
5215	0.325368405483494
5216	0.99
5217	0.98993074267561
5218	0.99
5219	0.99
5220	0.99
5221	0.00561948594949735
5222	0.0460205088360002
5223	0.600290019774627
5224	0.947969151006729
5225	0.99
5226	0.0137837008623849
5227	0.0016500727296542
5228	0.00110641961968814
5229	0.00159588871042773
5230	0.00225341005062364
5231	0.00108585501433949
5232	0.0150478792205631
5233	4.04564492374288e-06
5234	1.45590304623624e-06
5235	0.000499075365319319
5236	1.09596951640566e-08
5237	1.75826261526858e-09
5238	5.62042828124011e-08
5239	3.5946358064267e-05
5240	3.00962703041708e-06
5241	7.73640494847103e-06
5242	0.000949195536579592
5243	0.00169454309150395
5244	0.00101189903997573
5245	0.0054963067515121
5246	0.0124054643979959
5247	0.000215593265828251
5248	0.0345214869410074
5249	0.0100458033887439
5250	0.00216234207383959
5251	0.99
5252	0.201798930053898
5253	0.152141796236729
5254	0.560368769727497
5255	0.99
5256	0.99
5257	0.0642197968335393
5258	0.99
5259	0.313123476945513
5260	0.0167678598909132
5261	0.0575125529238305
5262	0.99
5263	2.28748654577595e-05
5264	0.00286882223352567
5265	0.00926739354972776
5266	0.000119493563419625
5267	0.000456149886517305
5268	0.000219035924060019
5269	5.86753767345132e-08
5270	8.96570124678184e-06
5271	1.06666523808032e-07
5272	8.11024084043051e-12
5273	1.25241678178803e-09
5274	2.47109415222883e-11
5275	3.12289913659779e-17
5276	2.58887025239367e-15
5277	3.17756418612838e-16
5278	2.01085570487683e-14
5279	8.94020369367173e-12
5280	2.26699050743518e-14
5281	1.2929922274026e-08
5282	3.54944887611109e-09
5283	4.58016582702087e-10
5284	1.45392019911639e-06
5285	3.28214543014117e-06
5286	3.80970200190841e-07
5287	2.95444778179876e-05
5288	0.000591421762124526
5289	1.10937014423143e-05
5290	0.117971388344493
5291	0.0337008323400643
5292	0.00891921310608796
5293	0.796868352420357
5294	0.841316297634708
5295	0.190520435865393
5296	0.0172815006861089
5297	0.99
5298	0.183073214993915
5299	0.0473585240733301
5300	0.99
5301	0.0155131201148891
5302	0.0131606756373806
5303	0.99
5304	0.0593722806027767
5305	0.00403040708849457
5306	0.159192558468606
5307	0.269129349594129
5308	0.0366577371076901
5309	0.0678573244658983
5310	0.164053690997942
5311	0.00951714489874846
5312	0.064011004299537
5313	0.603834782678183
5314	0.00400873057881828
5315	0.188178065577956
5316	0.129410369773658
5317	0.0886735323276105
5318	0.453430786043442
5319	0.99
5320	0.600114881174994
5321	0.99
5322	0.99
5323	0.99
5324	0.99
5325	0.99
5326	0.146655946282867
5327	0.677923890925342
5328	0.99
5329	0.30293177762385
5330	0.99
5331	0.99
5332	0.99
5333	0.99
5334	0.99
5335	0.99
5336	0.99
5337	0.345417847661336
5338	0.99
5339	0.99
5340	0.99
5341	0.590893348422241
5342	0.99
5343	0.99
5344	0.492705457619677
5345	0.99
5346	0.99
5347	0.304252800404992
5348	0.99
5349	0.99
5350	0.99
5351	0.99
5352	0.99
5353	0.99
5354	0.0354244844637015
5355	0.99
5356	0.99
5357	0.377711856125871
5358	0.526793344128497
5359	0.99
5360	0.388377806979817
5361	0.99
5362	0.99
5363	0.99
5364	0.99
5365	0.99
5366	0.99
5367	0.99
5368	0.99
5369	0.99
5370	0.24383666708834
5371	0.0988901051822812
5372	0.99
5373	0.99
5374	0.99
5375	0.99
5376	0.782849868242056
5377	0.99
5378	0.99
5379	0.99
5380	0.99
5381	0.99
5382	0.26284891764076
5383	0.569956326322207
5384	0.246262861737194
5385	0.506411905083704
5386	0.0333898088463516
5387	0.218507554207521
5388	0.716974270469731
5389	0.00123745932551473
5390	0.00703423333016159
5391	0.129167414005621
5392	0.00873934955995737
5393	0.212569350735132
5394	0.99
5395	0.427394457608556
5396	0.0805032721213084
5397	0.357023062467906
5398	0.0808088807303678
5399	0.32053154637872
5400	0.99
5401	0.0927404970328529
5402	0.99
5403	0.99
5404	0.390618266985056
5405	0.99
5406	0.99
5407	0.99
5408	0.502686117138524
5409	0.99
5410	0.99
5411	0.445041895560745
5412	0.99
5413	0.99
5414	0.108418246016974
5415	0.99
5416	0.99
5417	0.114144403013981
5418	0.687298964802043
5419	0.159534459491395
5420	0.0267122025633614
5421	0.866652839620303
5422	0.701735047383489
5423	0.125103104957704
5424	0.661465429193733
5425	0.930693483464615
5426	0.171188337005055
5427	0.51653489180414
5428	0.99
5429	0.99
5430	0.99
5431	0.99
5432	0.99
5433	0.99
5434	0.99
5435	0.99
5436	0.597697168774925
5437	0.99
5438	0.99
5439	0.150092826707895
5440	0.99
5441	0.99
5442	0.321935569209633
5443	0.99
5444	0.99
5445	0.165890044881147
5446	0.99
5447	0.99
5448	0.0692092045746266
5449	0.99
5450	0.048785103104584
5451	0.0169595687101057
5452	0.99
5453	0.195777599475555
5454	0.0413739247515845
5455	0.99
5456	0.166395751127682
5457	0.99
5458	0.899740286211426
5459	0.197257574151654
5460	0.99
5461	0.99
5462	0.99
5463	0.99
5464	0.99
5465	0.222063723927023
5466	0.558930142647095
5467	0.99
5468	0.110137865459125
5469	0.99
5470	0.99
5471	0.0877830767396307
5472	0.99
5473	0.99
5474	0.99
5475	0.99
5476	0.99
5477	0.99
5478	0.99
5479	0.99
5480	0.99
5481	0.99
5482	0.99
5483	0.99
5484	0.378264312410083
5485	0.99
5486	0.99
5487	0.138650032186519
5488	0.99
5489	0.99
5490	0.110959333827776
5491	0.474945248737033
5492	0.99
5493	0.120057191241246
5494	0.99
5495	0.99
5496	0.0130687930496299
5497	0.361349370514032
5498	0.99
5499	0.99
5500	0.221682593009528
5501	0.99
5502	0.0305731213312823
5503	0.00816955473172445
5504	0.0254929817826267
5505	0.211213789533349
5506	0.0154275401252541
5507	0.10550380164379
5508	0.99
5509	0.00210723981968632
5510	0.115765235089123
5511	0.174562944721709
5512	0.0387424856147897
5513	0.99
5514	0.0648356989783612
5515	0.630893338624994
5516	0.99
5517	0.140276106622141
5518	0.99
5519	0.418741102596335
5520	0.180245598907462
5521	0.205589126259282
5522	0.344842417896494
5523	0.0169989674561598
5524	0.661059418363536
5525	0.99
5526	0.313179095438998
5527	0.404550049765864
5528	0.846375772107612
5529	0.99
5530	0.99
5531	0.620131637118611
5532	0.99
5533	0.480660238681013
5534	0.0434923924817907
5535	0.99
5536	0.197557458505563
5537	0.058333863312344
5538	0.069157502658733
5539	0.00977973656145055
5540	0.00664195952000767
5541	0.0439780824950855
5542	0.021557241266722
5543	0.0375077705461908
5544	0.00265695049213075
5545	0.00361918685889122
5546	0.00108564238028101
5547	0.00585789598697676
5548	1.1265594833709e-05
5549	1.78739852236734e-05
5550	0.00365210833748995
5551	3.6915730059459e-07
5552	1.21642398209721e-06
5553	1.31844734379277e-05
5554	5.08958035477961e-05
5555	2.82129857649355e-05
5556	0.00435794498199656
5557	0.000292252030277146
5558	0.00417216406707223
5559	0.000130635378380047
5560	0.000867119006318344
5561	0.00447784486517364
5562	0.00018125269153861
5563	0.126594262070584
5564	0.00761514102993262
5565	0.0106693630777916
5566	0.99
5567	0.99
5568	0.169936098362797
5569	0.99
5570	0.99
5571	0.99
5572	0.99
5573	0.99
5574	0.99
5575	0.99
5576	0.99
5577	0.99
5578	0.99
5579	0.99
5580	0.99
5581	0.99
5582	0.99
5583	0.99
5584	0.99
5585	0.99
5586	0.99
5587	0.99
5588	0.99
5589	0.99
5590	0.99
5591	0.99
5592	0.99
5593	0.99
5594	0.99
5595	0.99
5596	0.99
5597	0.638237133408027
5598	0.99
5599	0.99
5600	0.99
5601	0.622392178606796
5602	0.99
5603	0.99
5604	0.959021331024958
5605	0.99
5606	0.99
5607	0.99
5608	0.99
5609	0.99
5610	0.99
5611	0.966378336652892
5612	0.99
5613	0.99
5614	0.586484374315294
5615	0.99
5616	0.99
5617	0.99
5618	0.99
5619	0.99
5620	0.99
5621	0.99
5622	0.99
5623	0.99
5624	0.277253852415163
5625	0.99
5626	0.99
5627	0.00931759687665988
5628	0.99
5629	0.99
5630	0.0576482173398106
5631	0.99
5632	0.99
5633	0.70138724457555
5634	0.99
5635	0.99
5636	0.046200677904314
5637	0.99
5638	0.680685943456733
5639	0.129766193478066
5640	0.99
5641	0.99
5642	0.99
5643	0.99
5644	0.99
5645	0.99
5646	0.99
5647	0.99
5648	0.99
5649	0.99
5650	0.99
5651	0.0627583645745809
5652	0.99
5653	0.200483330529609
5654	0.99
5655	0.99
5656	0.000490172106806767
5657	0.0344472644233201
5658	0.99
5659	4.35069287606293e-05
5660	0.00155394728972253
5661	0.0230548707702977
5662	1.73665341754715e-07
5663	3.82424812883188e-06
5664	0.000523986582862756
5665	7.64975014079083e-09
5666	8.41583792120753e-06
5667	1.27779637318301e-05
5668	1.04503119319532e-11
5669	1.50090312621024e-08
5670	3.1945645502907e-08
5671	1.90291192750437e-15
5672	1.24660360860541e-13
5673	1.18024864484713e-12
5674	7.05100328891596e-12
5675	1.55373958746501e-10
5676	2.41939861179218e-08
5677	9.45935238773091e-08
5678	2.92918247568491e-06
5679	2.58661721698091e-07
5680	1.39635874403766e-05
5681	0.000119394139855891
5682	2.10504906245943e-05
5683	0.00286911768529117
5684	0.000410336746930146
5685	6.27634278968323e-05
5686	0.0351553670461548
5687	0.139102868984891
5688	0.0557221529798498
5689	0.370389441504484
5690	0.99
5691	0.99
5692	0.154418819194269
5693	0.833954398706365
5694	0.99
5695	0.0204935744559931
5696	0.167533835813244
5697	0.99
5698	0.00529065672641167
5699	0.151578609997039
5700	0.99
5701	0.99
5702	0.99
5703	0.337138216842807
5704	0.309852092260413
5705	0.99
5706	0.0275484100355874
5707	0.889160668272234
5708	0.99
5709	0.390124141858361
5710	0.996297889671394
5711	0.99
5712	0.448885087904194
5713	0.99
5714	0.99
5715	0.99
5716	0.99
5717	0.99
5718	0.99
5719	0.0111414961061942
5720	0.00573700858361225
5721	0.99
5722	0.202508295257701
5723	0.0129993651213531
5724	0.99
5725	0.99
5726	0.99
5727	0.99
5728	0.370116049335678
5729	0.68059911479566
5730	0.473480669815335
5731	0.20999757514869
5732	0.99
5733	0.99
5734	0.99
5735	0.99
5736	0.691012986826283
5737	0.414120876625845
5738	0.99
5739	0.00645357150915359
5740	0.99
5741	0.99
5742	0.021830055804611
5743	0.99
5744	0.99
5745	0.993045265951596
5746	0.99
5747	0.99
5748	0.19983694205288
5749	0.014292650403833
5750	0.0135832017356525
5751	0.0935038569655873
5752	0.517751035249501
5753	0.600015154875673
5754	0.99
5755	0.115443216096025
5756	0.99
5757	0.261936884897263
5758	0.519549401010367
5759	0.99
5760	0.0031641198865245
5761	0.319387697161955
5762	0.99
5763	0.0437682069084898
5764	0.298447718883507
5765	0.99
5766	0.0211951597999594
5767	0.284085306151909
5768	0.99
5769	0.277223454624861
5770	0.99
5771	0.99
5772	0.617922554303286
5773	0.170884712363479
5774	0.99
5775	0.99
5776	0.17232015241056
5777	0.99
5778	0.99
5779	0.0297708507674729
5780	0.858112379952607
5781	0.99
5782	0.0116534050734212
5783	0.161011750598786
5784	0.99
5785	0.0160279850633762
5786	0.99
5787	0.99
5788	0.187208470359323
5789	0.99
5790	0.99
5791	0.99
5792	0.99
5793	0.99
5794	0.0712906437481818
5795	0.99
5796	0.99
5797	0.99
5798	0.093536354995896
5799	0.99
5800	0.99
5801	0.99
5802	0.0475907523443485
5803	0.169396684701496
5804	0.0156338431614033
5805	0.0179317105182026
5806	0.187054270706716
5807	0.01428753150968
5808	0.615432364821923
5809	0.361771336559677
5810	0.0320919354935192
5811	0.00968423185461971
5812	0.99
5813	0.324012302118456
5814	0.829021037899617
5815	0.631087569693616
5816	0.628027054277811
5817	0.0835105803389507
5818	0.373951648773704
5819	0.0874532786758011
5820	0.225885979714301
5821	0.101986435149369
5822	0.0269581007515174
5823	0.0723883195527952
5824	0.99
5825	0.0873505112691472
5826	0.1271105146333
5827	0.99
5828	0.0499585443568062
5829	0.17229721929629
5830	0.99
5831	0.99
5832	0.238791966850924
5833	0.916499185755505
5834	0.41362769200072
5835	0.220753009602845
5836	0.308274059830114
5837	0.0233876789562563
5838	0.214107066662937
5839	0.00189802993833663
5840	0.00547980879425495
5841	0.000673331998307637
5842	0.00351879030382624
5843	0.0107092510773025
5844	0.000644891054672017
5845	0.000603936895498771
5846	0.0117975430190521
5847	0.000173915263634565
5848	5.86222437302738e-05
5849	0.000388972529444442
5850	1.14951441449238e-05
5851	3.91939849480609e-07
5852	2.3999001662254e-07
5853	2.0116683183646e-06
5854	2.50259525825302e-05
5855	0.00110182220914892
5856	4.50527999686542e-05
5857	0.000656903420243557
5858	0.0435398601155611
5859	0.00219285764497946
5860	0.0025785572092374
5861	0.0938151722825954
5862	0.000676094998917013
5863	0.121923244412133
5864	0.653845384260198
5865	0.0141561271869833
5866	0.0495896920578642
5867	0.99
5868	0.99
5869	0.746232133378394
5870	0.99
5871	0.99
5872	0.29180601559765
5873	0.99
5874	0.99
5875	0.99
5876	0.99
5877	0.99
5878	0.99
5879	0.99
5880	0.99
5881	0.99
5882	0.99
5883	0.701634906390609
5884	0.99
5885	0.99
5886	0.313373913839654
5887	0.99
5888	0.99
5889	0.257226861577049
5890	0.99
5891	0.99
5892	0.0759054685151242
5893	0.99
5894	0.795682319510895
5895	0.475206354740348
5896	0.99
5897	0.155704299838712
5898	0.690178896572059
5899	0.99
5900	0.99
5901	0.402452177283509
5902	0.99
5903	0.99
5904	0.424349383793666
5905	0.99
5906	0.99
5907	0.355080659688148
5908	0.933041760705525
5909	0.99
5910	0.257034825856771
5911	0.99
5912	0.99
5913	0.0525567810805829
5914	0.99
5915	0.99
5916	0.0123452700655748
5917	0.48504830897681
5918	0.99
5919	0.155581085398861
5920	0.99
5921	0.99
5922	0.99
5923	0.148087699297423
5924	0.369849689780041
5925	0.99
5926	0.99
5927	0.99
5928	0.99
5929	0.669446490168375
5930	0.0113364649154051
5931	0.99
5932	0.99
5933	0.99
5934	0.99
5935	0.99
5936	0.607793296145991
5937	0.99
5938	0.942761268585719
5939	0.0109961716153017
5940	0.99
5941	0.99
5942	0.99
5943	0.99
5944	0.99
5945	0.99
5946	0.99
5947	0.99
5948	0.99
5949	0.99
5950	0.99
5951	0.99
5952	0.99
5953	0.99
5954	0.414258287264669
5955	0.99
5956	0.99
5957	0.00266943312064619
5958	0.00779719161796627
5959	0.99
5960	0.000466196213379778
5961	0.000253412478443342
5962	9.8661643541238e-05
5963	2.54187801915966e-06
5964	3.32854970472891e-08
5965	2.07931869850773e-06
5966	4.02554371415853e-07
5967	2.11647689120741e-07
5968	1.00130433723757e-09
5969	1.81335169456398e-09
5970	3.28560546021826e-10
5971	3.11342870086467e-13
5972	3.78473573995943e-15
5973	1.88060776008599e-15
5974	7.05612481725884e-08
5975	3.66530475468763e-10
5976	8.13826751246558e-11
5977	1.98381877349762e-06
5978	2.58500267869254e-06
5979	3.52557302705644e-07
5980	2.07907688922841e-06
5981	9.79303690037383e-05
5982	1.08488958423149e-07
5983	1.99392924569024e-05
5984	0.00171173419970419
5985	1.55925017748922e-06
5986	0.00857756215312233
5987	0.400314084150049
5988	0.000243377190508519
5989	0.273523904075273
5990	0.99
5991	0.154132655410167
5992	0.219893055823501
5993	0.99
5994	0.290748230225832
5995	0.194101552371892
5996	0.99
5997	0.170189332122177
5998	0.210316835871439
5999	0.99
6000	0.125811574011318
6001	0.99
6002	0.774799998241263
6003	0.99
6004	0.0665650200043679
6005	0.99
6006	0.99
6007	0.326142195876306
6008	0.99
6009	0.99
6010	0.0971139769011115
6011	0.99
6012	0.99
6013	0.902337298193502
6014	0.99
6015	0.99
6016	0.99
6017	0.99
6018	0.364545190878733
6019	0.99
6020	0.99
6021	0.00036383522541834
6022	0.861744481021474
6023	0.382919455616497
6024	0.0211235013105191
6025	0.99
6026	0.0773818033703745
6027	0.0232015943067298
6028	0.150429270482129
6029	0.084261338861177
6030	0.238825977904792
6031	0.0111183419144815
6032	0.140981822734112
6033	0.99
6034	0.705884093257961
6035	0.418877361328095
6036	0.99
6037	0.99
6038	0.362643168938763
6039	0.99
6040	0.99
6041	0.0609380903256475
6042	0.988079454266958
6043	0.99
6044	0.99
6045	0.99
6046	0.99
6047	0.99
6048	0.99
6049	0.99
6050	0.12981210764818
6051	0.99
6052	0.99
6053	0.702047750851004
6054	0.99
6055	0.99
6056	0.149751690965297
6057	0.99
6058	0.0831312890532209
6059	0.129367122870922
6060	0.641725214678855
6061	0.99
6062	0.13875366491613
6063	0.878887286771417
6064	0.99
6065	0.99
6066	0.0300075129685547
6067	0.99
6068	0.99
6069	0.99
6070	0.292242111399632
6071	0.99
6072	0.771032797347509
6073	0.99
6074	0.99
6075	0.99
6076	0.99
6077	0.99
6078	0.99
6079	0.441318331139441
6080	0.99
6081	0.99
6082	0.91344598366605
6083	0.201468148112029
6084	0.233803691235064
6085	0.99
6086	0.156994534912511
6087	0.99
6088	0.99
6089	0.99
6090	0.99
6091	0.99
6092	0.99
6093	0.807235479874332
6094	0.99
6095	0.136443925362952
6096	0.99
6097	0.99
6098	0.99
6099	0.159204326195479
6100	0.405277274101568
6101	0.403530161584777
6102	0.99
6103	0.702461833189033
6104	0.0320615601156928
6105	0.0455321889543468
6106	0.99
6107	0.0233917666611602
6108	0.99
6109	0.218480080216594
6110	0.00213606911537784
6111	0.310431332323773
6112	0.99
6113	0.00634083830225583
6114	0.32728983356813
6115	0.99
6116	0.017139302529324
6117	0.0958330603370484
6118	0.943776866984895
6119	0.816507018199452
6120	0.0167504395185712
6121	0.22232927648906
6122	0.99
6123	0.0229848113057311
6124	0.99
6125	0.99
6126	0.142515231758288
6127	0.99
6128	0.99
6129	0.99
6130	0.99
6131	0.99
6132	0.99
6133	0.99
6134	0.925050245701999
6135	0.655641190908555
6136	0.99
6137	0.492462816922447
6138	0.467486760546588
6139	0.178564198812666
6140	0.00217401210931915
6141	0.0776941486760234
6142	0.525572048337225
6143	0.000540299960627947
6144	0.0297572271844792
6145	0.005647377634651
6146	0.000111392728965076
6147	0.000628247901705004
6148	0.00112725680725619
6149	4.64071406655648e-06
6150	0.000158007596399442
6151	5.36029655402642e-07
6152	6.60718998645422e-07
6153	7.13649908567627e-07
6154	0.0174390445110043
6155	9.37669365399364e-06
6156	0.000106724478301474
6157	0.473677774942974
6158	0.000301683309837519
6159	0.00407996545709744
6160	0.0253522584061859
6161	1.22742472333099e-05
6162	0.00224900348347273
6163	0.99
6164	0.0106007027897178
6165	0.0239833992769311
6166	0.99
6167	0.0663321937705835
6168	0.44133538946366
6169	0.99
6170	0.0177479482180147
6171	0.99
6172	0.438989134313072
6173	0.0101218809343244
6174	0.99
6175	0.99
6176	0.635303542371691
6177	0.99
6178	0.99
6179	0.99
6180	0.99
6181	0.99
6182	0.99
6183	0.355962418597493
6184	0.99
6185	0.99
6186	0.01554517820893
6187	0.99
6188	0.99
6189	0.971763201843933
6190	0.99
6191	0.99
6192	0.99
6193	0.99
6194	0.99
6195	0.99
6196	0.106081899690963
6197	0.99
6198	0.99
6199	0.00947468564688325
6200	0.99
6201	0.99
6202	0.0220809797204789
6203	0.99
6204	0.99
6205	0.185356631360728
6206	0.99
6207	0.99
6208	0.208005973045896
6209	0.99
6210	0.99
6211	0.377643295700566
6212	0.99
6213	0.99
6214	0.0213148035834605
6215	0.99
6216	0.424608688714142
6217	0.99
6218	0.99
6219	0.99
6220	0.99
6221	0.703024589555238
6222	0.128608492992718
6223	0.99
6224	0.0113914499710455
6225	0.0179252911167178
6226	0.753190623326774
6227	0.00958566785455575
6228	0.99
6229	0.0781133755737495
6230	0.0144714381935026
6231	0.164222041230071
6232	0.0530604737514516
6233	0.18410462257829
6234	0.0809337778488173
6235	0.232773444632709
6236	0.190265848396218
6237	0.0217860916681769
6238	0.99
6239	0.0686771307429693
6240	0.159141069643524
6241	0.99
6242	0.99
6243	0.99
6244	0.99
6245	0.99
6246	0.99
6247	0.99
6248	0.99
6249	0.99
6250	0.99
6251	0.99
6252	0.107258742472546
6253	0.99
6254	0.99
6255	0.99
6256	0.0792597109920412
6257	0.0352487303596744
6258	0.0224351223595236
6259	0.00196777360333544
6260	0.181760673630467
6261	0.000615951414295544
6262	9.32463736038846e-05
6263	0.000214658070308898
6264	2.54832905955833e-06
6265	2.08618194192577e-06
6266	1.18454382750729e-05
6267	3.46315423833106e-07
6268	5.5960125212088e-09
6269	1.35564035414056e-09
6270	1.23911746469326e-09
6271	2.37439725193714e-14
6272	2.91579561694868e-14
6273	8.97805804496325e-15
6274	5.54969276858825e-11
6275	3.39298703792039e-11
6276	9.4391758289226e-11
6277	1.50711682194293e-06
6278	3.93629476358837e-08
6279	1.52372235264149e-07
6280	7.08645006520134e-06
6281	4.5962768977418e-07
6282	3.52742192449879e-05
6283	0.000521943687757331
6284	2.36689179879601e-05
6285	0.00723988535426455
6286	0.0111820181722685
6287	0.0237953143460512
6288	0.0159071440051434
6289	0.99
6290	0.99
6291	0.99
6292	0.99
6293	0.99
6294	0.74605400930243
6295	0.99
6296	0.99
6297	0.99
6298	0.99
6299	0.99
6300	0.181753862652108
6301	0.99
6302	0.99
6303	0.99
6304	0.99
6305	0.99
6306	0.99
6307	0.402296383112018
6308	0.0247194057698209
6309	0.99
6310	0.0158135731068799
6311	0.00242794207855843
6312	0.0504018102248441
6313	0.0013756198182524
6314	1.98480944293785e-05
6315	0.000354380758818859
6316	8.18277510880184e-07
6317	1.12144396293415e-06
6318	2.91321625051905e-05
6319	1.51095637400384e-08
6320	2.93546015421808e-09
6321	5.50490959621903e-08
6322	0.000135497366164294
6323	0.000147359822152101
6324	0.00118235830341615
6325	5.5868016907187e-06
6326	0.000512064056543584
6327	5.67021858681791e-05
6328	0.00157737869077947
6329	0.540093786661532
6330	0.665210372728631
6331	0.0069562980087078
6332	0.0862256127850223
6333	0.256612512963462
6334	0.00897114811216545
6335	0.99
6336	0.99
6337	0.171672674966381
6338	0.99
6339	0.830350424556199
6340	0.0331623822947807
6341	0.99
6342	0.0894856458087095
6343	0.99
6344	0.99
6345	0.197422249698745
6346	0.99
6347	0.99
6348	0.0202084082129375
6349	0.99
6350	0.99
6351	0.344709300764059
6352	0.400261346419509
6353	0.99
6354	0.99
6355	0.506234650990604
6356	0.99
6357	0.543397853050727
6358	0.0513732059936681
6359	0.99
6360	0.99
6361	0.537811273162231
6362	0.01640871798849
6363	0.234360096983231
6364	0.181859194444227
6365	0.0380609955418183
6366	0.0584828530979517
6367	0.1875532189834
6368	0.0318643620763299
6369	0.201860092397318
6370	0.0570775592730416
6371	0.00642046611321011
6372	0.99
6373	0.99
6374	0.99
6375	0.377462960817172
6376	0.99
6377	0.99
6378	0.495032587939105
6379	0.117036933512813
6380	0.282513576764694
6381	0.200254634218872
6382	0.99
6383	0.252583351719743
6384	0.99
6385	0.0702293972276233
6386	0.747414271499358
6387	0.435166941795832
6388	0.632339528088182
6389	0.99
6390	0.32237488032484
6391	0.214152292009947
6392	0.99
6393	0.99
6394	0.99
6395	0.99
6396	0.99
6397	0.0395649537149594
6398	0.809249589221819
6399	0.0857573319229158
6400	0.101399773215585
6401	0.99
6402	0.99
6403	0.137787187438673
6404	0.35905881700523
6405	0.583631245712884
6406	0.0654508038518847
6407	0.169795538351093
6408	0.0594243230204994
6409	0.0312678589951535
6410	0.99
6411	0.0709486094189409
6412	0.042000365201028
6413	0.99
6414	0.879628577982551
6415	0.13274407928711
6416	0.0590769992222451
6417	0.99
6418	0.0533198850183387
6419	0.99
6420	0.99
6421	0.99
6422	0.230096252153456
6423	0.99
6424	0.551931901258498
6425	0.0372982570840529
6426	0.415878594287404
6427	0.568936447216487
6428	0.0452570420261638
6429	0.10142632550356
6430	0.99
6431	0.0562556077611685
6432	0.134707690652161
6433	0.99
6434	0.707447082291323
6435	0.99
6436	0.99
6437	0.15695438889804
6438	0.99
6439	0.99
6440	0.216718349773284
6441	0.545567608359537
6442	0.99
6443	0.99
6444	0.99
6445	0.99
6446	0.99
6447	0.99
6448	0.99
6449	0.99
6450	0.99
6451	0.99
6452	0.99
6453	0.99
6454	0.99
6455	0.99
6456	0.99
6457	0.99
6458	0.99
6459	0.99
6460	0.99
6461	0.99
6462	0.99
6463	0.99
6464	0.262378446966219
6465	0.116753835994924
6466	0.99
6467	0.99
6468	0.198964589341569
6469	0.99
6470	0.99
6471	0.212529031674857
6472	0.99
6473	0.99
6474	0.149686483284388
6475	0.99
6476	0.99
6477	0.99
6478	0.99
6479	0.99
6480	0.99
6481	0.220600437258356
6482	0.99
6483	0.99
6484	0.427375934642697
6485	0.99
6486	0.99
6487	0.387929306982432
6488	0.195862904570613
6489	0.99
6490	0.99
6491	0.181743537684154
6492	0.99
6493	0.849624776529669
6494	0.0733941425682379
6495	0.99
6496	0.99
6497	0.0735726249220021
6498	0.99
6499	0.99
6500	0.99
6501	0.153122030184083
6502	0.99
6503	0.99
6504	0.99
6505	0.99
6506	0.99
6507	0.99
6508	0.746652626990608
6509	0.99
6510	0.206329262262799
6511	0.0465248963847658
6512	0.0578902247887587
6513	0.141757522215871
6514	0.0551827100112594
6515	0.10048056145816
6516	0.067616397138588
6517	0.27242634590015
6518	0.547152890090051
6519	0.580010272370712
6520	0.99
6521	0.691044075783881
6522	0.99
6523	0.99
6524	0.99
6525	0.293131779971269
6526	0.99
6527	0.99
6528	0.565354709256948
6529	0.99
6530	0.99
6531	0.99
6532	0.99
6533	0.99
6534	0.99
6535	0.99
6536	0.99
6537	0.99
6538	0.99
6539	0.0627616179861016
6540	0.397051783615291
6541	0.99
6542	0.0433463842741967
6543	0.99
6544	0.99
6545	0.00714438216999399
6546	0.99
6547	0.99
6548	0.381939891093587
6549	0.720783949174888
6550	0.99
6551	0.99
6552	0.99
6553	0.218502341219276
6554	0.177295239426292
6555	0.0458452110877958
6556	0.204577416234654
6557	0.00263628791032652
6558	0.842322817376619
6559	0.136592441644413
6560	0.169385629015342
6561	0.99
6562	0.99
6563	0.99
6564	0.108942943770595
6565	0.99
6566	0.99
6567	0.075911241754527
6568	0.99
6569	0.99
6570	0.250292945252083
6571	0.99
6572	0.99
6573	0.908769924650474
6574	0.99
6575	0.99
6576	0.99
6577	0.539948025051956
6578	0.0406237902983196
6579	0.0172354295537594
6580	0.0147927350363642
6581	0.000883684289597115
6582	0.000250661206754701
